# ccx tau_xx tau_yy tau_zz cp yplus
0.270383 -8.33727e-05 -5.92098e-06 1.1248e-21 -3.80088 1.01254
0.268095 -8.40531e-05 -5.99769e-06 -1.14883e-21 -3.83119 1.01343
0.265821 -8.473e-05 -6.11538e-06 8.95571e-24 -3.86279 1.01428
0.263558 -8.61816e-05 -6.12917e-06 1.15093e-21 -3.89776 1.01965
0.261305 -8.78039e-05 -6.01183e-06 -2.75506e-40 -3.92638 1.0274
0.259064 -8.8439e-05 -6.04794e-06 1.42348e-27 -3.95468 1.02887
0.256836 -8.89088e-05 -6.15302e-06 2.93874e-39 -3.98636 1.02848
0.25462 -8.95742e-05 -6.23954e-06 2.33939e-21 -4.01935 1.02921
0.252414 -9.0272e-05 -6.33699e-06 9.2163e-24 -4.05409 1.03011
0.25022 -9.09716e-05 -6.46154e-06 -9.26672e-24 -4.09068 1.031
0.248038 -9.14824e-05 -6.75142e-06 1.96154e-27 -4.13046 1.03088
0.245868 -9.54703e-05 -6.52505e-06 1.49092e-27 -4.18284 1.04978
0.243708 -9.89065e-05 -5.88468e-06 2.41378e-21 -4.19986 1.07128
0.241559 -9.82745e-05 -6.02139e-06 -6.04306e-22 -4.22675 1.06684
0.239423 -9.79603e-05 -6.18697e-06 1.22578e-21 -4.2606 1.06238
0.237299 -9.79671e-05 -6.3367e-06 -6.20645e-22 -4.29847 1.05966
0.235185 -9.80323e-05 -6.53718e-06 -1.22808e-21 -4.34146 1.05729
0.233081 -9.8307e-05 -6.82512e-06 -6.16977e-22 -4.39142 1.05605
0.23099 -9.83661e-05 -7.69259e-06 6.20545e-22 -4.45102 1.05393
0.228911 -0.000112678 -6.46152e-06 1.94462e-38 -4.55596 1.12437
0.226842 -0.000123692 -3.27055e-06 9.32704e-42 -4.50933 1.19882
0.224783 -0.000118667 -3.62192e-06 -9.79193e-24 -4.50326 1.17919
0.222734 -0.00011533 -3.99165e-06 9.85359e-24 -4.51902 1.16092
0.220698 -0.000113449 -4.21335e-06 -3.17508e-22 -4.54319 1.14982
0.218674 -0.000112102 -4.47899e-06 -3.29189e-22 -4.57697 1.1414
