# ccx tau_xx tau_yy tau_zz cp yplus
0.071506 -6.79013e-05 2.50531e-05 -2.23188e-24 -0.719177 1.56767
0.070548 -6.61053e-05 2.44344e-05 0 -0.696696 1.55465
0.0695978 -6.45512e-05 2.39099e-05 -2.32537e-21 -0.676601 1.544
0.0686553 -6.33499e-05 2.3491e-05 -2.34636e-21 -0.658388 1.53707
0.0677209 -6.19921e-05 2.30312e-05 2.36684e-21 -0.641102 1.52801
0.0667947 -6.09472e-05 2.3021e-05 -2.93874e-39 -0.627944 1.52375
0.065876 -6.66865e-05 2.50476e-05 2.2971e-24 -0.627939 1.6009
0.0649682 -7.01687e-05 2.69943e-05 -2.31771e-24 -0.586172 1.6418
0.064072 -6.52965e-05 2.53941e-05 -2.39779e-21 -0.564021 1.59135
0.0631844 -6.36098e-05 2.47845e-05 -2.43062e-21 -0.540019 1.57835
0.0623046 -6.1502e-05 2.40341e-05 -2.44961e-21 -0.52024 1.55965
0.0614322 -5.99756e-05 2.3483e-05 -2.41655e-24 -0.50176 1.54759
0.0605678 -5.85309e-05 2.29756e-05 -2.49972e-21 -0.485358 1.53618
0.0597114 -5.73992e-05 2.25922e-05 5.04144e-21 -0.470695 1.52849
0.0588623 -5.65761e-05 2.22995e-05 -2.54035e-21 -0.45756 1.52449
0.0580206 -5.55876e-05 2.19848e-05 -2.56183e-21 -0.445157 1.51828
0.0571866 -5.51833e-05 2.23114e-05 1.25162e-24 -0.436792 1.52165
0.0563601 -6.25317e-05 2.50229e-05 -5.50324e-38 -0.441099 1.62594
